葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
华东酒庄精酿赤霞珠干红葡萄酒,719,"Huadong Vineyard Cuvee Cabernet Sauvignon Dry Red Wine,Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",口感柔顺结构平衡,这款葡萄酒精选欧洲名贵酿酒葡萄品种赤霞珠为原料，由中外酿酒师采用先进的工艺技术控温发酵并用橡木桶藏酿而成。创造了华东酒庄高级赤霞珠干红葡萄酒独特高雅的品位，品质卓越，尽显尊荣。实乃名酒中的珍藏版。
华东庄园特制赤霞珠干红葡萄酒,725,"Huadong Vineyard Cuvee Cabernet Sauvignon Wine, Tsingtao, China",红葡萄酒,华东庄园,(),品质卓越尽显尊荣,这款葡萄酒以精选世界名贵酿酒葡萄品种赤霞珠为原料，由中外酿酒师采用先进的工艺技术控温发酵并用橡木桶藏酿而成。创造了华东庄园高级赤霞珠干红葡萄酒独特高雅的品位，品质卓越，尽显尊荣。实乃名酒中的珍藏版。
华东庄园五年藏酿蛇龙珠干红葡萄酒,849,"Huadong Vineyard Five Year Reserve Cabernet Gernischt Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('蛇龙珠',)",柔滑醇厚果香浓郁,这款葡萄酒酒色泽亮丽，口感柔滑醇厚，果香浓郁、酒香怡人，其优良的品质倍受各界消费者的青睐，用其佐餐肉制品更具独特风味。
华东庄园优良产区霞多丽干白葡萄酒,852,"Huadong Vineyard Premium Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",品质卓越独特高雅,这款葡萄酒精选欧洲名贵酿酒葡萄品种霞多丽为原料，由中外酿酒师采用国际先进的工艺技术控温发酵酿制而成，创造了华东庄园高级莎当妮干白葡萄酒独特高雅的品位，品质卓越，尽显尊荣，实乃名酒中的珍藏版。
华东百利酒庄百利珍藏赤霞珠梅洛干红葡萄酒,812,"Chateau Parry Reserva Cabernet Sauvignon - Merlot，Tsingtao, China",红葡萄酒,华东庄园,"('梅洛', '赤霞珠')",平衡圆润柔中带劲,这款葡萄酒完美地融合了赤霞珠独特的浆果香气与梅洛饱满柔和的酒体。该酒呈亮丽的深宝石红色，蕴涵和谐优雅的果香和橡木香气，酒质馥郁而细致，入口醇厚而顺滑，单宁如丝绒般柔和，口感平衡圆润。柔中带劲，深度极佳，是值得珍藏之佳酿，搭配野味、煎牛排等肉类及红肉则美妙绝伦。
华东窖藏五年赤霞珠干红葡萄酒,763,"Huadong Vineyard Five Year Reserve Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",酒体丰满，架构均衡,这款葡萄酒由中外酿酒师采用先进的工艺技术控温发酵精心酿制而成，装瓶前经过法国橡木桶藏酿。该酒酒香醇和、馥郁，酒体丰满，架构均衡，颇具陈藏潜质，是野味、煎牛排等红肉的绝佳配餐酒。
华东窖藏霞多丽干白葡萄酒,988,"Huadong Vineyard Cellar Reserve Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",圆润甘醇回味悠长,这款葡萄酒由低温发酵酿制而成，装瓶前在法国橡木桶中陈酿18个月以上。酒体明亮清澈，呈深禾秆黄色，果香浓郁，入口圆润甘醇，有丝绸般的纤柔感，回味悠长，实为中国干白葡萄酒之珍品。
青岛酒窖经典霞多丽干白葡萄酒,693,"Tsingtao cellar Reserve Chardonnay Classic White Wine, China",白葡萄酒,华东庄园,"('霞多丽',)",饱满圆润复合优雅,这款葡萄酒由资深酿酒师精心酿制而成，并经过橡木桶陈酿，果香、酒香、橡木香达到高度和谐与平衡，酒体饱满圆润，口味复合而优雅，口感顺畅而圆润，沁人心脾，充分体现了葡萄品种及产区的地域特点，堪称佐餐葡萄酒中的经典。本酒佐餐龙虾、生蚝、螃蟹等上乘海鲜、河鲜或浅色肉等，美酒佳肴相得益彰。
华东薏丝琳干白葡萄酒,1629,"Huadong Vineyard Riesling, Tsingtao, China",白葡萄酒,华东庄园,(),澄澈晶透酒香宜人,这款葡萄酒采用青岛华东葡萄酒酒庄生长的优质薏丝琳葡萄为原料，由中外酿酒师采用先进的工艺技术低温发酵配制而成的干型葡萄酒。本酒澄澈晶透、酒香宜人，其优良的品质倍受各界消费者的青睐，用其佐餐海鲜更具独特风味。
华东庄园特制霞多丽干白葡萄酒,524,"Huadong Vineyard Cuvee Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),高雅品位品质卓越,这款葡萄酒以精选世界名贵酿酒葡萄品种霞多丽为原料，由中外酿酒师采用先进的工艺技术控温发酵并用橡木桶藏酿而成。创造了华东庄园高级霞多丽干白葡萄酒独特高雅的品位，品质卓越，尽显尊荣。实乃名酒中的珍藏版。
华东庄园特制高级干白葡萄酒,967,"Huadong Vineyard Cuvee Prestige White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),澄澈清透酒香怡人,这款葡萄酒以精选欧洲名贵白葡萄品种为原料，由中外酿酒师采用国际先进的工艺技术低温发酵酿制而成。本酒澄澈清透，酒香怡人，其优良的品质倍受各界消费者青睐，用其佐餐海鲜更具独特风味。
华东庄园特制高级干红葡萄酒,610,"Huadong Vineyard Cuvee Prestige Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),纯正顺滑清香怡人,这款葡萄酒以精选欧洲名贵红葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。本酒呈宝石红色，果香浓郁，清香怡人，口感纯正、顺滑，是亲朋好友聚会的上佳饮品。
华东干白葡萄酒,412,"Huadong Vineyard White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),舒顺爽口酒体丰满,这款葡萄酒精选法国名贵白葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。本酒色泽微黄带绿，澄清透明，果香浓郁，酒香怡雅，纯正细腻，酒味舒顺爽口，酒体丰满，是亲朋好友聚会的上佳饮品。
青岛高级干白葡萄酒,1110,"Tsingtao Premium White Wine, China",白葡萄酒,华东庄园,(),优雅怡人圆润细腻,这款葡萄酒以精选中国青岛最佳葡萄产区优质白葡萄品种为原料，采用国际先进的生产工艺和设备，集百年酿酒技术之精华，严格按照国际OIV标准，精心酿制而成。本酒色泽禾黄柔美，澄清透明，香气优雅怡人，口感圆润细腻，清心爽口。单独饮用可开胃助兴，佐餐海鲜、河鲜及浅色肉等更是美妙绝伦。
华东百利酒庄百利至尊赤霞珠干红葡萄酒,1468,"Chateau Parry Cuvee Prestige Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",复杂而平衡，回味绵绵悠长,这款葡萄酒精选法国名贵葡萄品种赤霞珠，倾注全部心血，采用国际先进酿造工艺兼以橡木桶陈酿，限量酿制而成。本酒呈亮丽的宝石红色，香气浓郁和谐，酒体复杂而平衡，回味绵绵悠长，实为名酒中的至尊版。
华东1.25L橡木桶窖藏赤霞珠干红葡萄酒,621,"Huadong Vineyard1.25L Cellar Reserve Oaked Cabernet Sauvignon, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",香味稳重酒香馥郁,这款葡萄酒以精选名贵酿酒葡萄品种赤霞珠为原料，呈亮丽优雅的深宝石红色，深蕴而香味稳重，留香长，单宁味柔滑，酒香馥郁，是野味、煎牛排等肉类及红肉的绝佳搭配，实为葡萄酒中之珍品。
华东金色高级干红葡萄酒,413,"Huadong Vineyard Gold Premium Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),果香浓郁酒香怡人,这款葡萄酒以精选法国名贵红葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。本酒呈宝石红色，果香浓郁，酒香怡人，口感纯正，顺滑，是亲朋好友聚会的上佳饮品。
华东酒庄精酿高级干红葡萄酒,541,"Huadong Vineyard Cuvee Superior Dry Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),酒香怡人口感纯正,这款葡萄酒精选法国名贵红葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。本酒呈宝石红色，果香浓郁，酒香怡人，口感纯正、顺滑，是亲朋好友聚会的上佳饮品。
青岛窖藏赤霞珠干红葡萄酒,860,"Tsingtao cellar Reserve Cabernet Sauvignon White Wine, China",红葡萄酒,华东庄园,"('赤霞珠',)",圆润柔和回味悠长,这款葡萄酒以精选中国青岛最佳葡萄产区的赤霞珠为原料，采用国际先进的生产工艺和设备，集百年酿酒技术之精华，严格按照国际OIV标准，精心酿制而成。这款酒在地下大酒窖中经橡木桶润饰，色泽呈亮丽的宝石红色，口感圆润柔和，回味悠长。佐餐牛排、烤肉或菜蔬效果极佳。
华东窖藏赤霞珠干红葡萄酒,511,"Huadong Winery Cellar Reserve Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,"('赤霞珠',)",酒香馥郁，架构均衡,这款葡萄酒精选青岛大泽山基地生长的欧洲名贵酿酒葡萄品种赤霞珠为原料，装瓶前在法国橡木桶中藏酿18个月以上，使酒香更加醇和，果香与橡木香气和谐融为一体，酒香馥郁，架构均衡，充分体现藏酿对酒体的润饰，是野味、煎牛排等肉类及红肉的绝佳搭配，实为中国干红葡萄酒之珍品。
华东金色霞多丽干白葡萄酒,840,"Huadong Vineyard Gold Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('霞多丽',)",高雅品位品质卓越,这款葡萄酒采用青岛华东葡萄酒酒庄的优质霞多丽葡萄，由中外酿酒师采用先进的工艺技术控温发酵并用橡木桶藏酿而成。创造了华东高级霞多丽干白葡萄酒独特高雅的品位，品质卓越，尽显尊荣，实乃名酒中的珍藏版。
华东窖藏五年雷司令干白葡萄酒,1052,"Huadong Vineyard Five Year Cellar Reserve Riesling White Wine, Tsingtao, China",白葡萄酒,华东庄园,"('雷司令',)",清澈晶透酒香怡人,这款葡萄酒以优质雷司令葡萄为原料，由中外酿酒师采用先进的工艺技术低温发酵酿制而成的干型葡萄酒。该酒清澈晶透、酒香怡人，其优良的品质倍受各界消费者的青睐，用其佐餐海鲜更具独特风味。
华东干红葡萄酒,656,"Huadong Vineyard Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),酒香怡人口感纯正,这款葡萄酒精选法国名贵红葡萄品种为原料，由中外酿酒师采用国际先进的生产工艺和设备，精心酿制而成。酒体呈宝石红色，果香浓郁，酒香怡人，口感纯正、顺滑，是亲朋好友聚会的上佳饮品。
华东庄园橡木桶窖藏霞多丽干白葡萄酒,766,"Huadong Vineyard Cellar Reserve Oaked Chardonnay White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),圆滑甘醇回味悠长,这款葡萄酒在低温中发酵酿制而成。该酒装瓶前在法国橡木桶中藏酿18个月以上。因该年份风调雨顺，挂果时间长，成熟度高，赋予了该年份酒的极佳品质。该酒酒体明亮清澈，呈深禾秆黄色，果香浓郁，入口圆滑甘醇，有丝绸般纤柔感，回味悠长，实为中国干白葡萄酒之珍品。
华东酒庄精酿高级干白葡萄酒,537,"Huadong Vineyard Cuvee Superior Dry White Wine, Tsingtao, China",白葡萄酒,华东庄园,(),澄澈清透酒香怡人,这款葡萄酒精选法国名贵白葡萄品种为原料，由中外酿酒师采用国际先进的工艺技术低温发酵酿制而成。本酒澄澈清透，酒香怡人，其优良的品质倍受各界消费者青睐，用其佐餐海鲜更具独特风味。
华东金色佳美干红葡萄酒,522,"Huadong Vineyard Gold Gamay Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),入口干爽果香浓郁,这款葡萄酒以引进法国名种佳美葡萄为原料，严格按照国际OIV标准，经中外酿酒师精心酿制而成。本酒呈鲜亮的宝石红色，具有似樱桃、红枣的果香气，入口干爽，果香浓郁，在欧洲高规格而庄重的宴会上是贵族绅士们不可缺少的高雅饮品。
华东金色赤霞珠干红葡萄酒,705,"Huadong Vineyard Gold Cabernet Sauvignon Red Wine, Tsingtao, China",红葡萄酒,华东庄园,(),入口干爽果香浓郁,这款葡萄酒的酿造严格按照国际OIV酿酒标准，由中外酿酒师精心酿制而成。本酒呈鲜亮的宝石红色，具有似樱桃、红枣的果香气，入口干爽，果香浓郁，在欧洲高规格而庄重的宴会上是贵族绅士们不可缺少的高雅饮品。
爱迪尔奥帆牛蒡薏丝琳葡萄酒,1318,"Chateau Ideal Sail Burdock Riesling, Qingdao, China",白葡萄酒,爱迪尔葡萄酒业,"('雷司令',)",菠萝柠檬西柚,这款葡萄酒呈明亮丽的浅柠檬色，果香浓郁，入口清爽，余味中等，适宜与各类海鲜以及奶酪搭配。
爱迪尔美乐干红葡萄酒,1852,"Chateau Ideal Merlot, Qingdao, China",红葡萄酒,爱迪尔葡萄酒业,"('梅洛',)",,这款葡萄酒呈紫红色，香气淡雅，具有樱桃和李子等果香，酸度较低，单宁适中，适宜搭配牛羊排等食物。
爱迪尔提普赤霞珠干红葡萄酒,1001,"Chateau Ideal Tip Top Cabernet Sauvignon, Qingdao, China",红葡萄酒,爱迪尔葡萄酒业,"('赤霞珠',)",黑加仑黑樱桃青椒薄荷,这款葡萄酒呈深紫红色，闻之富含浓郁的黑色水果香气，如黑加仑和黑樱桃等，还伴有青椒和薄荷的气味，酒体优雅。
爱迪尔雷纳干白葡萄酒,1662,"Chateau Ideal Reina, Qingdao, China",白葡萄酒,爱迪尔葡萄酒业,"('慕合怀特',)",优雅迷人口感清爽,该酒呈淡淡的柠檬色，香气优雅迷人，口感清爽，回味中等，适宜搭配海鲜或偏辣的食物。
爱迪尔雷司令干白葡萄酒,1428,"Chateau Ideal Riesling, Qingdao, China",白葡萄酒,爱迪尔葡萄酒业,"('雷司令',)",菠萝西柚白桃,这款葡萄酒呈浅柠檬色，晶莹明亮，酒中带有明显的菠萝、西柚和白桃等水果香气，酸度适宜，口感清爽，回味适中。
爱迪尔解百纳干红葡萄酒,1353,"Chateau Ideal Cabernet, Qingdao, China",红葡萄酒,爱迪尔葡萄酒业,"('卡本内',)",樱桃李子青草,这款葡萄酒呈宝石红色，浓郁的果香中带有淡淡的青草香，口感饱满，层次分明，适宜与牛羊排、烤肉等菜肴搭配。
爱迪尔赤霞珠干红葡萄酒,1002,"Chateau Ideal Cabernet Sauvignon, Qingdao, China",红葡萄酒,爱迪尔葡萄酒业,"('赤霞珠',)",黑醋栗黑樱桃青椒,这款葡萄酒呈宝石红色，澄清透明，具有明显的黑醋栗和黑樱桃等水果香气，还伴有青椒等植物气味，口感醇厚，回味宜人。
爱迪尔奥帆高级牛蒡薏丝琳葡萄酒,676,"Chateau Ideal Sail Senior Burdock Riesling, Qingdao, China",白葡萄酒,爱迪尔葡萄酒业,"('雷司令',)",菠萝西柚桃子,这款葡萄酒呈深柠檬黄，闻之富含浓郁香甜的水果香气，如菠萝、西柚和桃子等，酸度适中，入口清爽，余味较长。
爱迪尔霞多丽干白葡萄酒,1335,"Chateau Ideal Chardonnay, Qingdao, China",白葡萄酒,爱迪尔葡萄酒业,"('霞多丽',)",柑橘柠檬核果,这款葡萄酒呈禾杆黄色，晶莹明亮，酒中富含柑橘、柠檬与核果的香气，酸度清爽，酒体饱满。
爱迪尔橡木桶陈酿干红葡萄酒,1192,"Chateau Ideal Oak Barrel Aged Dry Red, Qingdao, China",红葡萄酒,爱迪尔葡萄酒业,(),动物皮革咖啡烘烤烟熏,这款葡萄酒呈深宝石红，闻之具有淡淡的果香，以及在陈年过程中所发展的动物味和皮革气味，橡木桶赋予的咖啡、烘烤和烟熏气味也在其中，香气复杂紧凑，酒体饱满。
爱迪尔珍藏版解百纳干红葡萄酒,718,"Chateau Ideal Reserve Cabernet, Qingdao, China",红葡萄酒,爱迪尔葡萄酒业,"('卡本内',)",醋栗樱桃李子香料,这款葡萄酒呈深宝石红色，果香浓郁，酒香优雅，入口圆润，口感醇厚，在食用煎、炸、烤肉类时，佐以此酒较为适宜。
皇家路易1997赤霞珠干红葡萄酒,1685,"Chateau Royalty Louis 1997 Cabernet Sauvignon, Yantai, China",红葡萄酒,皇家路易酒业,"('赤霞珠',)",醇厚浓香,这款葡萄酒选用皇家路易酒庄种植的优质赤霞珠精心酿制而成。酒液呈现出漂亮的宝石红色，散发着浓郁的果香和淡淡的香料气息。酒体饱满醇厚，适合搭配红肉等肉质比较粗的食物。
皇家路易法西曼2006干红葡萄酒,1681,"Chateau Fasiman 2006 Dry Red, Yantai, China",红葡萄酒,皇家路易酒业,"('赤霞珠',)",清新迷人,这款葡萄酒选用法西曼酒庄种植的优质红葡萄精心酿制而成，酒液呈现出漂亮的宝石红色，色泽光亮。酒体中等，酸度适中，单宁柔顺，是款不错的干红葡萄酒。
皇家路易1998品丽珠干红葡萄酒,2068,"Chateau Royalty Louis 1998 Cabernet Franc, Yantai, China",红葡萄酒,皇家路易酒业,"('品丽珠',)",层次性香气浓郁,这款葡萄酒选用皇家路易酒庄种植的优质品丽珠精心酿制而成樱桃、酒酒液呈现出漂亮的宝石红色，清澈透亮有光泽，散发着黑醋栗和覆盆子的香气，带有些微烟熏的味道，香气富有层次感，是款不错的干红葡萄酒。
皇家路易蛇龙珠干红葡萄酒,1403,"Chateau Royalty Louis Cabernet Gernischt Dry Red, Yantai, China",红葡萄酒,皇家路易酒业,"('赤霞珠', '蛇龙珠')",,这款葡萄选用皇家路易酒庄所种植的优质赤霞珠和蛇龙珠精心酿制而成，酒体呈现出漂亮的宝石红色，色泽迷人，散发着迷人的果香和花香，适合搭配红肉等肉质较强的食物，是款不错的干红葡萄酒。
皇家路易法西曼2009干红葡萄酒,1931,"Chateau Fasiman 2009 Red , Yantai, China",红葡萄酒,皇家路易酒业,"('赤霞珠',)",浓郁果香,这款葡萄酒选用法西曼酒庄种植的优质赤霞珠精心酿制而成。酒液呈现出漂亮的宝石红色，散发着浓郁的果香和淡淡的香料气息。酒体适中，酸度中等，适合与肉质食物搭配，是款不错的佐餐干红葡萄酒。
皇家路易1988霞多丽干白葡萄酒,966,"Chateau Royalty Louis 1988 Chardonnay White , Yantai, China",白葡萄酒,皇家路易酒业,"('霞多丽',)",花香果香,这是一款选用皇家路易酒庄所种植的优质霞多丽葡萄精心酿制而成的干白葡萄酒。酒业呈现出漂亮的中等金色，光泽迷人，单发着迷人的果香和花香，以清新白花和柑橘类水果香气为主，令人愉悦。
皇家路易酒庄窑藏黑皮诺干红葡萄酒,2001,"Chateau Royalty Louis Pinot Noir Red, Yantai, China",红葡萄酒,皇家路易酒业,"('黑皮诺',)",芳香迷人,这款葡萄酒选用皇家路易酒庄所种植的黑皮诺精心酿制而成，酒液呈现出漂亮的宝石红色，清澈迷人。酒香醇厚，散发着迷人的黑醋栗和黑樱桃的味道，经橡木桶陈年后还带哟微微的香草和烘烤的味道，香气具有层次感，是款不错的干红葡萄酒。
皇家路易酒庄干红葡萄酒,2397,"Chateau Royalty Louis Dry Red, Yantai, China",红葡萄酒,皇家路易酒业,(),果香浓郁,这款葡萄酒选用皇家路易酒庄所产的优质赤霞珠精心酿制而成的。酒液呈现出漂亮的宝石红色，颜色鲜艳迷人，散发着浓郁的香气。酒香醇厚而清冽，果香愉人。
皇家路易2000霞多丽干白葡萄酒,949,"Chateau Royalty Louis 2000 Chardonnay White , Yantai, China",白葡萄酒,皇家路易酒业,"('霞多丽',)",果香迷人,这是一款选用皇家路易酒庄所种植的优质霞多丽葡萄精心酿制而成的干白葡萄酒。酒业呈现出漂亮的中等金色，光泽迷人，单发着迷人的果香和花香，以清新白花和柑橘类水果如西柚、菠萝、甜瓜、苹果、梨等香气为主，令人愉悦。
梅卡庄园精品卡柏尼干红葡萄酒,1722,"Manor Maykama Fine Cabernet Dry Red, Yantai, China",红葡萄酒,梅卡庄园,"('品丽珠', '赤霞珠', '蛇龙珠')",,酒液呈宝石红色，澄清透明，具有幽雅芬芳的果香，余味悠长。
梅卡庄园金奖赤霞珠干红葡萄酒,1332,"Manor Maykama Golden Medal Cabernet Sauvignon, Yantai, China",红葡萄酒,梅卡庄园,"('赤霞珠',)",,酒液呈宝石红色，澄清透明，具有幽雅芬芳的果香，余味悠长。
梅卡庄园金奖卡柏尼干红葡萄酒,2425,"Manor Maykama Golden Medal Cabernet Dry Red, Yantai, China",红葡萄酒,梅卡庄园,"('赤霞珠',)",,酒液呈宝石红色，澄清透明，具有幽雅芬芳的果香，余味悠长。
梅卡庄园卡柏尼干红葡萄酒,1566,"Manor Maykama Cabernet Dry Red, Yantai, China",红葡萄酒,梅卡庄园,"('赤霞珠',)",,酒液呈宝石红色，澄清透明，具有幽雅芬芳的果香，余味悠长。
夏菲堡贵人香干白葡萄酒,1426,"Xiafeibao Riesling Italico, Qingdao, China",白葡萄酒,夏菲堡酒业,"('意大利雷司令',)",甜苹果橙皮,这款葡萄酒是以贵人香为原料，以先进的技术精心酿制而成。该酒晶莹剔透，呈浅柠檬色，富含优雅的甜苹果和橙皮香，味道清新，细腻优雅，回味无穷。
夏菲堡特选霞多丽干白葡萄酒,866,"Xiafeibao Special Chardonnay, Qingdao, China",白葡萄酒,夏菲堡酒业,"('霞多丽',)",白花柑橘白桃,这款葡萄酒以霞多丽葡萄品种为原料，兼以橡木桶陈酿，传统的工艺精心制作而成。该酒酒体明亮清澈，呈晶莹的禾杆黄色，带有巧妙的花香以及柑橘、白桃的果香，口感醇厚丰满，圆润细腻，回味悠长。
夏菲堡精选级霞多丽干白葡萄酒,923,"Xiafeibao Premium Selection Chardonnay, Qingdao, China",白葡萄酒,夏菲堡酒业,"('霞多丽',)",柑橘白桃奶油,这款葡萄酒以霞多丽葡萄品种为原料，兼以橡木桶陈酿，使用传统的工艺精心制作而成。该酒呈晶莹的禾杆黄色，具有明显的水果香气和奶油香气，口感醇厚丰满，回味悠长。
夏菲堡窖藏级解百纳干红葡萄酒,849,"Xiafeibao Cellar Aged Cabernet, Qingdao, China",红葡萄酒,夏菲堡酒业,"('品丽珠', '赤霞珠', '蛇龙珠')",樱桃醋栗李子,这款葡萄酒以赤霞珠、蛇龙珠和品丽珠为原料，经悉心的筛选，传统的工艺，精心酿制而成。该酒呈迷人的宝石红，果香浓郁，酒香协调，口感细腻，回味悠长。
夏菲堡精品赤霞珠干红葡萄酒,903,"Xiafeibao Boutique Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑加仑黑莓黑李子,这款葡萄酒是以赤霞珠为原料，采用法国先进的酿造工艺，经带皮浸渍，低温发酵、橡木桶窖藏而成的。该酒呈宝石红，富含诱人的果香，如黑加仑、黑莓和黑李子等，入口圆润爽滑，回味悠长。
夏菲堡高级红干红葡萄酒,1538,"Xiafeibao Senior Dry Red, Qingdao, China",红葡萄酒,夏菲堡酒业,"('品丽珠', '赤霞珠', '蛇龙珠')",李子樱桃覆盆子,这款葡萄酒以赤霞珠、品丽珠及蛇龙珠葡萄为原料精心酿制而成。该酒呈深宝石红色，自然的果香与酒香完美结合，协调、平衡、生动，酒体丰满清新，品后口感宽阔、香醇。
夏菲堡酒庄级赤霞珠干红葡萄酒,959,"Xiafeibao Manor Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑加仑黑樱桃咖啡香草烟熏,这款葡萄酒以赤霞珠为原料，经悉心的筛选，传统的工艺，精心酿制而成。该酒呈浓重的宝石红，入口令人愉悦且口感强烈，有细腻的橡木桶醇香。
夏菲堡雷司令干白葡萄酒,1072,"Xiafeibao Riesling, Qingdao, China",白葡萄酒,夏菲堡酒业,"('雷司令',)",柠檬西柚,这款葡萄酒选用雷司令为原料，采用现代先进工艺技术精心酿造而成。该酒呈禾杆黄色，澄清透明，果香浓郁，香气完整，味柔细清爽，酒体丰满，余味悠长。
夏菲堡金典赤霞珠干红葡萄酒,709,"Xiafeibao Jindian Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑樱桃黑醋栗咖啡香草,这款葡萄酒以赤霞珠为原料，用橡木桶培养，经传统工艺，精心酿制而成。该酒呈宝石红，带有浓郁的果香和高雅的橡木香，口感豪爽且富有特性，回味悠长。
夏菲堡新精选霞多丽干白葡萄酒,1217,"Xiafeibao New Premium Selection Chardonnay, Qingdao, China",白葡萄酒,夏菲堡酒业,"('霞多丽',)",柑橘白桃奶油烤面包,这款葡萄酒以霞多丽葡萄品种为原料，兼以橡木桶陈酿，传统的工艺精心制作而成。该酒呈晶莹的禾杆黄色，具有巧妙的花香、奶油香气以及细腻迷人的木香，口感醇厚丰满，回味悠长。
夏菲堡新精选赤霞珠干红葡萄酒,779,"Xiafeibao New Premium Selection Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑樱桃黑醋栗咖啡烘烤,这款葡萄酒以赤霞珠为原料，经悉心的筛选，传统的工艺，精心酿制而成。该酒呈浓重的宝石红，带有浓郁的成熟果香和高雅的橡木香，入口圆润，酒体中等。
夏菲堡酒庄级霞多丽干白葡萄酒,608,"Xiafeibao Manor Chardonnay, Qingdao, China",白葡萄酒,夏菲堡酒业,"('霞多丽',)",柑橘白桃,这款葡萄酒以霞多丽为原料，兼以橡木桶陈酿，精心制作而成。该酒酒体明亮清澈，呈晶莹的禾杆黄色，带有巧妙的花香和明显的果香，口感醇厚丰满，圆润细腻。
夏菲堡极品窖藏赤霞珠干红葡萄酒,729,"Xiafeibao Superior Cellar Aged Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑樱桃黑醋栗香草咖啡,这款葡萄酒以名贵葡萄品种赤霞珠为原料，经悉心的筛选，传统的工艺，精心酿制而成。该酒呈浓重的宝石红色，浓郁的成熟果香和高雅纯正的橡木香融合得恰到好处，入口令人愉悦且口感强烈，有细腻的橡木桶醇香。
夏菲堡特选赤霞珠干红葡萄酒,1097,"Xiafeibao Special Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑樱桃黑醋栗咖啡香草,这款葡萄酒以名贵葡萄品种赤霞珠为原料，经悉心的筛选，传统的工艺，精心酿制而成。该酒呈浓重的宝石红色，酒中带有浓郁的成熟果香和高雅纯正的橡木香，口感柔顺。
夏菲堡精选级赤霞珠干红葡萄酒,1085,"Xiafeibao Premium Selection Cabernet Sauvignon, Qingdao, China",红葡萄酒,夏菲堡酒业,"('赤霞珠',)",黑色水果香草咖啡烘烤,这款葡萄酒以赤霞珠为原料，经过悉心的筛选，传统的工艺，精心酿制而成。该酒呈深宝石红色，闻之富含浓郁的成熟果香，以及橡木赋予的香草、咖啡及烘烤的香气，口感细腻，回味悠长。
夏菲堡经典干红葡萄酒,896,"Xiafeibao Classic Dry Red, Qingdao, China",红葡萄酒,夏菲堡酒业,(),黑色水果甘草咖啡可可,这款葡萄酒以名贵葡萄为原料，用橡木桶培养，经传统工艺，精心酿制而成。该酒呈宝石红色，浓郁的果香和纯正的橡木香融合得恰到好处，口感豪爽且富有特性，回味悠长。
华鲁一千零一夜之99长相思干白葡萄酒,2526,"Hualu Romantic Nights 99 Sauvignon Blanc, Yantai, China",白葡萄酒,蓬莱华鲁酒业,"('长相思',)",,本品精选世界七大葡萄海岸之一——蓬莱出产的优质酿酒葡萄长相思为原料，经先进生产工艺低温发酵而成，果香、酒香新鲜、默默呼吁、风格高雅，入口爽净怡人，具有长相思干白葡萄酒典型风格。
