葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
金源葡萄酒业神话赤霞珠干红葡萄酒,633,"Jinyuan Winery Mythology Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,"('赤霞珠',)",饱满、顺畅、诱人,这款葡萄酒长时间的浸泡并在橡木桶中熟成，使得这款酒酒体饱满、口感厚重。此酒呈现黑殷桃的果香，同时伴有泥土、薄荷、蘑菇和土司的香气。口味饱满、顺畅、非常诱人。用餐前1小时倒入长颈瓶，搭配鲍汁菜式、烧鸡、猪扒、红肉烧烤、香煎海鲜、烩或焖鱼类、卤水鸭鹅、鸭胸肉、带汁鱼扒、辛辣菜肴、意大利面、中味芝士和口味较重的奶酪。保质期10年，窖藏2-3年后达到最佳饮用效果。
金源葡萄酒业荣耀圆筒赤霞珠干红葡萄酒,1006,"Jinyuan Winery Glory Cylinder Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,(),醇香迷人,这款葡萄酒有着深厚的色泽和红黑殷桃的香气。入口有丰富柔顺的果香，细致带着轻度烧烤的橡木香。绵长如丝般的尾韵。陈放年数后，单宁柔化，醇香更为迷人。适合搭配鸭胸，烧烤红肉，乳酪。
金源葡萄酒业神话16°干红葡萄酒,688,"Jinyuan Winery Mythology 16℃ Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,"('赤霞珠', '蛇龙珠')",香气柔和开放回味悠长,这款葡萄酒有着深邃浓郁的紫红色，有着缓和的过渡。香气柔和开放，有熏肉、橡木、豆蔻、咖啡、皮草及巧克力的风味。入口饱满，重酒体，单宁强劲在前段表现明显。果味相对封闭有很好的咀嚼感，回味悠长。有陈年潜力，建议收藏。适合搭配带有酱汁的红肉类菜肴或口味偏重的菜系。比如，滑溜里脊、红烧猪蹄、炖牛腩、梅菜扣肉、红焖栗子鸡及葱爆羊肉等。
金源葡萄酒业纯红葡萄酒,462,"Jinyuan Winery Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,(),香气索绕清新,这款葡萄酒色泽鲜艳动人，红宝石色，口感丰富而圆润，单宁柔和，后味浓郁，带有明显的红色浆果果香，烘烤类香气索绕，并时常伴有清新薄荷香。配餐配合野味红肉，等菜系均尤为经典。酒液呈红宝石色，艳丽明亮，带有肉桂、薄荷、烟熏类香气四溢，具有成熟的单宁酸和平衡顺口的酸甜度。典型的吐鲁番异域风情特点。可搭配烤肉，烧鹅，酱鸭等。16-18°C饮用最佳。
金源葡萄酒业大宴天下赤霞珠干红葡萄酒,846,"Jinyuan Winery Banquet Cabernet Red Wine, Xinjiang, China",红葡萄酒,金源葡萄酒业,(),细腻悠长,这款葡萄酒的颜色年轻漂亮的中等紫红色开始向红色过度，新鲜清新的红色水果香气及橡木桶带来的香料，如香草，乳酸等。入口柔和顺滑，中等酒体，中高的酸度中等单宁细腻，余味悠长伴随着橡木的气息。浓郁的紫红色，有着缓和的过渡。香气柔和开放，有熏肉、橡木、豆蔻、咖啡、皮草及巧克力的风味。入口饱满，重酒体，单宁强劲在前段表现明显。果味相对封闭有很好的咀嚼感，中等回味。有陈年潜力，建议收藏。适合搭配带有酱汁的红肉类菜肴或口味偏重的菜系。比如，滑溜里脊、红烧猪蹄、炖牛腩、梅菜扣肉、红焖栗子鸡及葱爆羊肉等。。可以搭配中等浓郁的菜肴，如小鸡炖蘑菇，咖喱牛肉，烤鸭或烧烤。
法艺艾菲尔干红葡萄酒,1740,"Fayi Eiffel Red, Xinjiang , China",红葡萄酒,法艺酒业,"('赤霞珠',)",芳香浓郁落口爽甜,这款葡萄酒以精选优质的葡萄品种为原料，采用传统的法国工艺，酒体呈深宝石红色，色泽典雅深沉，浓郁的气味中融合着成熟红果的芬芳。果香持久、酒香浓郁、酒体丰满、纯净协调、浪漫中蕴涵成熟。适合独酌，也可以佐餐红烧鲍鱼、牛柳、煎羊扒、羊奶酪。
法艺艾菲尔橡木桶奢藏干红葡萄酒,956,"Fayi Eiffel Oaked Cuvee Special Red, Xinjiang , China",红葡萄酒,法艺酒业,"('赤霞珠',)",香气馥郁,这款庄重奢华的法艺艾菲尔干红葡萄酒以精选天山北麓树龄10年以上优质的赤霞珠葡萄为原料，优质的砂砾土壤和天山雪水给予了葡萄良好的结构和丰富的矿物质含量。酒体呈晶莹的深宝石红色，香气馥郁，层次丰富，口感饱满圆润，优雅，如蓝色多瑙河流淌过味蕾般余味悠长。
法艺高级干红葡萄酒,736,"Fayi Premium Red, Xinjiang , China",红葡萄酒,法艺酒业,"('赤霞珠',)",典雅沉香,这款葡萄酒以精选优质的葡萄品种为原料，采用传统的法国工艺，酒体呈深宝石红色，色泽典雅深沉，浓郁的气味中融合着成熟红果的芬芳。果香持久、酒香浓郁、酒体丰满、纯净协调、浪漫中蕴涵成熟。
法艺登基干红葡萄酒,1430,"Fayi Throne Red, Xinjiang , China",红葡萄酒,法艺酒业,"('赤霞珠',)",留香悠长,法艺登基干红葡萄酒精选天山北麓特优小产区葡萄，采用法国工艺、结合现代化的生产设备精心酿制，酒体呈亮丽而优雅的深宝石红色，酒体醇厚，香气浓馥优雅，风格独特。单宁丝滑柔软，终感留香悠长，回味无穷。
望中酒业天赛酒庄西拉干红葡萄酒,959,"Wangzhong Winery Skyline Syrah Red Wine, Xinjiang, China",红葡萄酒,望中酒业,"('西拉',)",醇厚幽雅芳香,这款天赛西拉干红葡萄酒品质优良，酿造工艺独特，口味醇正，采用优质西拉葡萄精心酿制，后经窖藏储存而成。该酒具有醇厚幽雅芳香，口感醇和柔顺，入口绵长，回味甘甜，收尾干净，余味爽口，酒体完整。
望中酒业天赛酒庄品丽珠干红葡萄酒,1233,"Wangzhong Winery Skyline Cabernet Franc Red, Xinjiang, China",红葡萄酒,望中酒业,"('品丽珠',)",香气直接果味迷人,这款葡萄酒选用天赛酒庄产的优质品丽珠精心酿制而成。酒液呈现出漂亮的宝石红色，色泽迷人，散发着樱桃、黑醋栗和覆盆子的果香，还带有些微草本的香气，香气比较直接。这款葡萄酒单宁含量低，酒体适中，入口较为柔顺，是款不错的干红葡萄酒。
望中酒业天赛酒庄梅洛干红葡萄酒,671,"Wangzhong Winery Skyline Merlot Red, Xinjiang, China",红葡萄酒,望中酒业,"('梅洛',)",迷人芬芳,这款葡萄酒选用望中酒业旗下天赛酒庄产的梅洛葡萄精心酿制而成，酒业呈现出宝石红色，色泽迷人，散发着红色水果的香气，入口柔顺，酒体适中，是款不错的干红葡萄酒。
